TIME,A Flex/Ext,Knee Int/Ext R,A I/E
0.722404,17.139327,-4.187407,-17.687126
0.723404,17.149753,-4.194019,-17.642432
0.724404,17.160179,-4.207242,-17.597738
0.725404,17.170605,-4.200631,-17.553044
0.726404,17.191458,-4.194019,-17.50835
0.727404,17.21231,-4.187407,-17.418963
0.728404,17.222736,-4.167572,-17.418963
0.729404,17.233162,-4.147737,-17.374269
0.730404,17.243588,-4.134513,-17.329575
0.731404,17.26444,-4.12129,-17.240187
0.732404,17.285292,-4.094843,-17.106106
0.733404,17.295718,-4.061784,-17.016718
0.734404,17.285292,-4.015502,-16.837943
0.735404,17.274866,-3.96922,-16.56978
0.736404,17.274866,-3.936162,-16.21223
0.737404,17.243588,-3.909715,-15.899373
0.738404,17.233162,-3.876656,-15.675904
0.739404,17.233162,-3.843597,-15.407742
0.740404,17.233162,-3.810539,-15.184273
0.741404,17.222736,-3.770868,-14.91611
0.742404,17.21231,-3.73781,-14.603253
0.743404,17.21231,-3.704751,-14.290396
0.744404,17.21231,-3.671692,-14.022234
0.745404,17.21231,-3.651857,-13.664683
0.746404,17.222736,-3.645245,-13.351827
0.747404,17.233162,-3.638634,-13.03897
0.748404,17.222736,-3.632022,-12.815501
0.749404,17.21231,-3.62541,-12.636726
0.750404,17.21231,-3.612187,-12.457951
0.751404,17.233162,-3.618798,-12.323869
0.752404,17.254014,-3.62541,-12.279175
0.753404,17.254014,-3.62541,-12.279175
0.754404,17.26444,-3.612187,-12.189788
0.755404,17.26444,-3.612187,-12.011013
0.756404,17.254014,-3.618798,-11.876931
0.757404,17.26444,-3.632022,-11.74285
0.758404,17.285292,-3.658469,-11.698156
0.759404,17.295718,-3.684916,-11.74285
0.760404,17.285292,-3.711363,-11.787544
0.761404,17.274866,-3.73781,-11.832237
0.762404,17.26444,-3.751033,-11.966319
0.763404,17.243588,-3.757645,-12.1004
0.764404,17.222736,-3.770868,-12.234482
0.765404,17.21231,-3.77748,-12.279175
0.766404,17.21231,-3.797315,-12.323869
0.767404,17.21231,-3.823762,-12.368563
0.768404,17.191458,-3.836986,-12.413257
0.769404,17.170605,-3.850209,-12.368563
0.770404,17.170605,-3.856821,-12.323869
0.771404,17.170605,-3.870044,-12.323869
0.772404,17.170605,-3.876656,-12.368563
0.773404,17.160179,-3.876656,-12.413257
0.774404,17.139327,-3.863433,-12.457951
0.775404,17.118475,-3.843597,-12.368563
0.776404,17.118475,-3.823762,-12.234482
0.777404,17.139327,-3.810539,-12.1004
0.778404,17.160179,-3.797315,-11.966319
0.779404,17.191458,-3.790703,-11.74285
0.780404,17.21231,-3.784092,-11.519381
0.781404,17.233162,-3.764257,-11.295912
0.782404,17.254014,-3.757645,-11.117136
0.783404,17.26444,-3.73781,-10.983055
0.784404,17.274866,-3.711363,-10.848974
0.785404,17.306144,-3.698139,-10.714892
0.786404,17.337423,-3.684916,-10.670198
0.787404,17.347849,-3.684916,-10.670198
0.788404,17.358275,-3.678304,-10.670198
0.789404,17.379127,-3.671692,-10.670198
0.790404,17.410405,-3.658469,-10.714892
0.791404,17.441683,-3.651857,-10.759586
0.792404,17.472962,-3.645245,-10.893667
0.793404,17.493814,-3.638634,-11.027749
0.794404,17.493814,-3.62541,-11.16183
0.795404,17.493814,-3.612187,-11.251218
0.796404,17.472962,-3.598963,-11.385299
0.797404,17.462536,-3.58574,-11.474687
0.798404,17.45211,-3.579128,-11.519381
0.799404,17.441683,-3.565905,-11.519381
0.800404,17.420831,-3.572516,-11.385299
0.801404,17.389553,-3.592352,-11.16183
0.802404,17.347849,-3.605575,-10.893667
0.803404,17.316571,-3.618798,-10.536117
0.804404,17.295718,-3.62541,-10.044485
0.805404,17.274866,-3.651857,-9.50816
0.806404,17.233162,-3.678304,-8.971834
0.807404,17.191458,-3.711363,-8.346121
0.808404,17.149753,-3.744421,-7.720407
0.809404,17.108049,-3.77748,-7.139388
0.810404,17.066345,-3.81715,-6.558369
0.811404,17.045492,-3.850209,-6.022043
0.812404,17.02464,-3.876656,-5.530411
0.813404,17.02464,-3.903103,-4.994086
0.814404,17.02464,-3.92955,-4.502454
0.815404,17.02464,-3.962608,-4.100209
0.816404,17.02464,-3.995667,-3.742659
0.817404,17.045492,-4.008891,-3.474496
0.818404,17.087197,-4.015502,-3.340415
0.819404,17.118475,-4.022114,-3.251027
0.820404,17.128901,-4.028726,-3.116946
0.821404,17.139327,-4.035337,-3.072252
0.822404,17.149753,-4.028726,-3.072252
0.823404,17.170605,-4.022114,-3.027558
0.824404,17.191458,-4.008891,-3.027558
0.825404,17.21231,-4.002279,-2.982864
0.826404,17.233162,-4.008891,-2.848783
0.827404,17.254014,-4.002279,-2.670008
0.828404,17.243588,-3.995667,-2.401845
0.829404,17.233162,-4.002279,-2.133682
0.830404,17.21231,-4.008891,-1.910213
0.831404,17.191458,-4.015502,-1.686744
0.832404,17.170605,-4.008891,-1.373887
0.833404,17.149753,-4.002279,-1.061031
0.834404,17.118475,-4.002279,-0.792868
0.835404,17.076771,-4.002279,-0.480011
0.836404,17.035066,-4.002279,-0.167155
0.837404,17.014214,-4.002279,-0.033073
0.838404,16.993362,-3.995667,0.101008
0.839404,16.97251,-3.982444,0.235089
0.840404,16.951658,-3.975832,0.324477
0.841404,16.92038,-3.982444,0.458558
0.842404,16.889101,-3.975832,0.547946
0.843404,16.868249,-3.942773,0.59264
0.844404,16.857823,-3.916326,0.59264
0.845404,16.878675,-3.896491,0.59264
0.846404,16.899527,-3.876656,0.59264
0.847404,16.909953,-3.856821,0.59264
0.848404,16.92038,-3.843597,0.59264
0.849404,16.930806,-3.843597,0.547946
0.850404,16.951658,-3.850209,0.503252
0.851404,16.962084,-3.856821,0.547946
0.852404,16.97251,-3.863433,0.59264
0.853404,17.003788,-3.876656,0.637334
0.854404,17.014214,-3.889879,0.816109
0.855404,17.02464,-3.916326,0.994884
0.856404,17.035066,-3.949385,1.173659
0.857404,17.045492,-3.96922,1.352434
0.858404,17.076771,-3.989055,1.486516
0.859404,17.118475,-4.015502,1.620597
0.860404,17.139327,-4.055173,1.799372
0.861404,17.139327,-4.088231,1.978148
0.862404,17.118475,-4.127902,2.112229
0.863404,17.097623,-4.147737,2.246311
0.864404,17.087197,-4.167572,2.380392
0.865404,17.076771,-4.180796,2.514473
0.866404,17.076771,-4.180796,2.648555
0.867404,17.055919,-4.174184,2.782636
0.868404,17.035066,-4.167572,2.872024
0.869404,17.02464,-4.167572,2.961411
0.870404,16.993362,-4.154349,3.095493
0.871404,16.97251,-4.141125,3.229574
0.872404,16.951658,-4.12129,3.408349
0.873404,16.930806,-4.101455,3.587125
0.874404,16.909953,-4.088231,3.7659
0.875404,16.878675,-4.061784,3.944675
0.876404,16.826545,-4.035337,4.168144
0.877404,16.78484,-4.002279,4.346919
0.878404,16.753562,-3.989055,4.570388
0.879404,16.743136,-3.962608,4.838551
0.880404,16.73271,-3.955997,5.151408
0.881404,16.722284,-3.949385,5.508958
0.882404,16.711858,-3.942773,5.911202
0.883404,16.68058,-3.942773,6.35814
0.884404,16.659728,-3.942773,6.849772
0.885404,16.659728,-3.949385,7.341404
0.886404,16.638875,-3.942773,7.87773
0.887404,16.638875,-3.942773,8.369362
0.888404,16.638875,-3.942773,8.771606
0.889404,16.638875,-3.942773,9.129156
0.890404,16.638875,-3.942773,9.5314
0.891404,16.638875,-3.942773,9.978338
0.892404,16.638875,-3.949385,10.46997
0.893404,16.649301,-3.955997,10.916908
0.894404,16.670154,-3.96922,11.363846
0.917048,16.691006,-3.962608,11.810784
0.918048,16.701432,-3.975832,12.213029
0.919048,16.711858,-3.989055,12.570579
0.920048,16.722284,-4.002279,12.883436
0.921048,16.73271,-4.008891,13.196292
0.922048,16.753562,-4.015502,13.464455
0.923048,16.774414,-4.015502,13.732618
0.924048,16.78484,-4.008891,14.045474
0.925048,16.805693,-4.002279,14.313637
0.926048,16.816119,-3.989055,14.5818
0.927048,16.826545,-3.975832,14.984044
0.928048,16.836971,-3.962608,15.430982
0.929048,16.847397,-3.949385,15.833227
0.930048,16.857823,-3.936162,16.235471
0.931048,16.868249,-3.922938,16.637715
0.932048,16.889101,-3.909715,17.039959
0.933048,16.899527,-3.903103,17.486897
0.934048,16.909953,-3.903103,17.889141
0.935048,16.92038,-3.883268,18.33608
0.936048,16.930806,-3.850209,18.827711
0.937048,16.951658,-3.810539,19.364037
0.938048,16.97251,-3.77748,19.855669
0.939048,16.993362,-3.751033,20.391994
0.940048,17.014214,-3.731198,20.883626
0.941048,17.035066,-3.704751,21.375258
0.942048,17.055919,-3.691528,21.86689
0.943048,17.076771,-3.684916,22.403216
0.944048,17.097623,-3.678304,22.850154
0.945048,17.128901,-3.665081,23.252398
0.946048,17.160179,-3.645245,23.699336
0.947048,17.201884,-3.618798,24.10158
0.948048,17.243588,-3.592352,24.503824
0.949048,17.274866,-3.565905,24.995456
0.950048,17.295718,-3.532846,25.442394
0.951048,17.316571,-3.499787,25.889332
0.952048,17.337423,-3.47334,26.291576
0.953048,17.368701,-3.446893,26.693821
0.954048,17.389553,-3.43367,27.051371
0.955048,17.420831,-3.420447,27.408921
0.956048,17.45211,-3.394,27.766472
0.957048,17.483388,-3.367553,28.124022
0.958048,17.514666,-3.347718,28.436879
0.959048,17.545944,-3.321271,28.839123
0.960048,17.577222,-3.301435,29.196674
0.961048,17.608501,-3.274988,29.554224
0.962048,17.618927,-3.261765,29.956468
0.963048,17.639779,-3.268377,30.358712
0.964048,17.639779,-3.288212,30.760957
0.965048,17.650205,-3.308047,31.118507
0.966048,17.660631,-3.334494,31.341976
0.967048,17.681483,-3.360941,31.610139
0.968048,17.712762,-3.387388,31.878302
0.969048,17.74404,-3.407223,32.191158
0.970048,17.754466,-3.440282,32.459321
0.971048,17.754466,-3.460117,32.772178
0.972048,17.733614,-3.479952,33.129728
0.973048,17.712762,-3.506399,33.442585
0.974048,17.691909,-3.526234,33.755441
0.975048,17.671057,-3.552681,34.112992
0.976048,17.650205,-3.579128,34.381155
0.977048,17.629353,-3.605575,34.694011
0.978048,17.608501,-3.651857,35.051562
0.979048,17.608501,-3.691528,35.364418
0.980048,17.587649,-3.711363,35.632581
0.981048,17.577222,-3.724586,35.945438
0.982048,17.545944,-3.73781,36.258294
0.983048,17.514666,-3.73781,36.660539
0.984048,17.483388,-3.73781,37.018089
0.985048,17.431257,-3.73781,37.465027
0.986048,17.379127,-3.744421,37.867271
0.987048,17.337423,-3.751033,38.269516
0.988048,17.306144,-3.770868,38.627066
0.989048,17.285292,-3.790703,38.984616
0.990048,17.26444,-3.810539,39.342167
0.991048,17.254014,-3.843597,39.789105
0.992048,17.243588,-3.863433,40.191349
0.993048,17.233162,-3.889879,40.593593
0.994048,17.222736,-3.903103,40.995838
0.995048,17.21231,-3.896491,41.398082
0.996048,17.181031,-3.889879,41.84502
0.997048,17.160179,-3.883268,42.336652
0.998048,17.139327,-3.876656,42.828283
0.999048,17.139327,-3.870044,43.319915
1.000048,17.128901,-3.876656,43.811547
1.001048,17.118475,-3.883268,44.347873
1.002048,17.118475,-3.889879,44.750117
1.003048,17.118475,-3.903103,45.152361
1.004048,17.118475,-3.896491,45.599299
1.005048,17.118475,-3.883268,46.090931
1.006048,17.128901,-3.870044,46.537869
1.007048,17.139327,-3.856821,46.984807
1.008048,17.128901,-3.836986,47.342358
1.009048,17.108049,-3.823762,47.744602
1.010048,17.087197,-3.797315,48.19154
1.011048,17.066345,-3.77748,48.593784
1.012048,17.045492,-3.764257,48.951334
1.013048,17.035066,-3.751033,49.264191
1.014048,17.02464,-3.751033,49.532354
1.015048,17.014214,-3.757645,49.755823
1.016048,16.982936,-3.764257,50.023986
1.017048,16.962084,-3.751033,50.247455
1.018048,16.941232,-3.73781,50.42623
1.019048,16.930806,-3.731198,50.694393
1.020048,16.92038,-3.717974,51.007249
1.021048,16.909953,-3.724586,51.275412
1.022048,16.899527,-3.731198,51.498881
1.023048,16.878675,-3.73781,51.72235
1.024048,16.857823,-3.744421,51.990513
1.025048,16.847397,-3.751033,52.258676
1.026048,16.857823,-3.751033,52.482145
1.027048,16.868249,-3.757645,52.66092
1.028048,16.878675,-3.764257,52.839695
1.029048,16.889101,-3.770868,53.01847
1.030048,16.899527,-3.77748,53.197246
1.031048,16.909953,-3.77748,53.376021
1.032048,16.930806,-3.764257,53.59949
1.033048,16.962084,-3.751033,53.778265
1.034048,16.993362,-3.764257,53.95704
1.035048,17.02464,-3.784092,54.135816
1.036048,17.045492,-3.790703,54.269897
1.037048,17.076771,-3.797315,54.359285
1.038048,17.118475,-3.797315,54.448672
1.039048,17.160179,-3.797315,54.53806
1.040048,17.191458,-3.790703,54.627447
1.041048,17.233162,-3.790703,54.672141
1.042048,17.285292,-3.797315,54.716835
1.043048,17.337423,-3.81715,54.761529
1.044048,17.389553,-3.836986,54.806223
1.045048,17.45211,-3.856821,54.850916
1.046048,17.514666,-3.876656,54.89561
1.047048,17.577222,-3.903103,54.940304
1.048048,17.639779,-3.92955,54.984998
1.049048,17.691909,-3.962608,54.984998
1.050048,17.754466,-3.995667,55.029692
1.051048,17.827448,-4.002279,55.119079
1.052048,17.900431,-3.995667,55.208467
1.053048,17.962987,-3.995667,55.342548
1.054048,18.004692,-3.995667,55.521323
1.055048,18.015118,-3.995667,55.700099
1.056048,18.025544,-3.995667,55.878874
1.057048,18.046396,-4.015502,56.102343
1.058048,18.056822,-4.022114,56.370506
1.059048,18.046396,-4.008891,56.638668
1.060048,18.015118,-3.982444,56.906831
1.061048,17.98384,-3.955997,57.219688
1.062048,17.931709,-3.92955,57.532545
1.063048,17.890005,-3.896491,57.890095
1.064048,17.858727,-3.843597,58.292339
1.065048,17.827448,-3.790703,58.739277
1.066048,17.785744,-3.73781,59.186215
1.067048,17.723188,-3.684916,59.588459
1.068048,17.639779,-3.651857,59.94601
1.069048,17.55637,-3.62541,60.30356
1.070048,17.493814,-3.605575,60.661111
1.071048,17.441683,-3.58574,60.973967
1.072048,17.420831,-3.565905,61.331518
1.073048,17.399979,-3.546069,61.733762
1.074048,17.368701,-3.506399,62.091312
1.075048,17.326997,-3.47334,62.404169
1.076048,17.295718,-3.460117,62.761719
1.077048,17.274866,-3.460117,63.163964
1.078048,17.254014,-3.460117,63.47682
1.079048,17.243588,-3.466729,63.834371
1.080048,17.21231,-3.479952,64.147227
1.081048,17.160179,-3.513011,64.41539
1.082048,17.118475,-3.546069,64.683553
1.083048,17.097623,-3.579128,64.99641
1.084048,17.087197,-3.618798,65.309266
1.085048,17.087197,-3.658469,65.577429
1.086048,17.076771,-3.698139,65.890286
1.087048,17.045492,-3.724586,66.113755
1.088048,17.014214,-3.751033,66.337224
1.089048,16.97251,-3.77748,66.515999
1.090048,16.930806,-3.810539,66.65008
1.091048,16.909953,-3.843597,66.784162
1.092048,16.899527,-3.876656,66.918243
1.093048,16.889101,-3.909715,67.052325
1.094048,16.878675,-3.92955,67.186406
1.095048,16.868249,-3.955997,67.409875
1.096048,16.857823,-3.96922,67.633344
1.097048,16.868249,-3.989055,67.856813
1.098048,16.899527,-4.002279,68.080282
1.099048,16.909953,-4.015502,68.214363
1.100048,16.899527,-4.028726,68.259057
1.101048,16.899527,-4.035337,68.303751
1.102048,16.899527,-4.028726,68.437832
1.103048,16.930806,-4.022114,68.52722
1.104048,16.97251,-4.022114,68.705995
1.105048,17.014214,-4.022114,68.929464
1.106048,17.055919,-4.022114,69.197627
1.107048,17.097623,-4.015502,69.510484
1.108048,17.128901,-4.028726,69.868034
1.109048,17.160179,-4.041949,70.270278
1.110048,17.191458,-4.041949,70.627829
1.111048,17.222736,-4.061784,70.895992
1.112048,17.254014,-4.075008,71.164154
1.113048,17.295718,-4.094843,71.34293
1.114048,17.326997,-4.108067,71.566399
1.115048,17.347849,-4.12129,71.834561
1.116048,17.379127,-4.134513,72.192112
1.137253,17.420831,-4.141125,72.683744
1.138253,17.441683,-4.141125,73.220069
1.139253,17.462536,-4.147737,73.801089
1.140253,17.462536,-4.16096,74.426802
1.141253,17.472962,-4.180796,75.007821
1.142253,17.483388,-4.207242,75.544147
1.143253,17.50424,-4.233689,76.035779
1.144253,17.525092,-4.253525,76.527411
1.145253,17.545944,-4.253525,76.974349
1.146253,17.566796,-4.260136,77.421287
1.147253,17.598075,-4.27336,77.868225
1.148253,17.629353,-4.266748,78.449244
1.149253,17.660631,-4.253525,78.98557
1.150253,17.671057,-4.233689,79.611283
1.151253,17.681483,-4.213854,80.236996
1.152253,17.691909,-4.200631,80.86271
1.153253,17.702335,-4.187407,81.443729
1.154253,17.712762,-4.180796,81.935361
1.155253,17.74404,-4.174184,82.426993
1.156253,17.775318,-4.167572,82.784543
1.157253,17.79617,-4.147737,83.142094
1.158253,17.79617,-4.12129,83.544338
1.159253,17.79617,-4.08162,83.946582
1.160253,17.775318,-4.048561,84.348826
1.161253,17.764892,-4.022114,84.706377
1.162253,17.754466,-3.995667,85.108621
1.163253,17.754466,-3.949385,85.466171
1.164253,17.733614,-3.903103,85.868415
1.165253,17.712762,-3.863433,86.181272
1.166253,17.691909,-3.830374,86.494129
1.167253,17.681483,-3.810539,86.762292
1.168253,17.660631,-3.790703,86.985761
1.169253,17.639779,-3.757645,87.164536
1.170253,17.618927,-3.717974,87.388005
1.171253,17.598075,-3.684916,87.56678
1.172253,17.55637,-3.658469,87.700861
1.173253,17.525092,-3.638634,87.92433
1.174253,17.493814,-3.632022,88.103106
1.175253,17.472962,-3.612187,88.237187
1.176253,17.45211,-3.605575,88.415962
1.177253,17.441683,-3.592352,88.639431
1.178253,17.410405,-3.579128,88.8629
1.179253,17.389553,-3.579128,89.086369
1.180253,17.347849,-3.598963,89.309838
1.181253,17.316571,-3.618798,89.488614
1.182253,17.295718,-3.638634,89.622695
1.183253,17.274866,-3.658469,89.846164
1.184253,17.26444,-3.671692,90.114327
1.185253,17.274866,-3.684916,90.38249
1.186253,17.274866,-3.704751,90.605959
1.187253,17.274866,-3.73781,90.784734
1.188253,17.274866,-3.764257,91.052897
1.189253,17.285292,-3.790703,91.321059
1.190253,17.285292,-3.810539,91.544528
1.191253,17.306144,-3.810539,91.812691
1.192253,17.326997,-3.823762,92.080854
1.193253,17.347849,-3.81715,92.349017
1.194253,17.368701,-3.803927,92.572486
1.195253,17.399979,-3.797315,92.795955
1.196253,17.410405,-3.790703,92.930036
1.197253,17.441683,-3.77748,93.064118
1.198253,17.483388,-3.764257,93.198199
1.199253,17.50424,-3.751033,93.466362
1.200253,17.525092,-3.73781,93.645137
1.201253,17.525092,-3.731198,93.779219
1.202253,17.514666,-3.724586,93.957994
1.203253,17.514666,-3.717974,94.181463
1.204253,17.514666,-3.704751,94.449626
1.205253,17.514666,-3.691528,94.717788
1.206253,17.525092,-3.684916,95.030645
1.207253,17.535518,-3.671692,95.388195
1.208253,17.535518,-3.684916,95.701052
1.209253,17.535518,-3.704751,96.058603
1.210253,17.545944,-3.744421,96.371459
1.211253,17.566796,-3.790703,96.72901
1.212253,17.587649,-3.823762,97.131254
1.213253,17.618927,-3.843597,97.622886
1.214253,17.629353,-3.863433,98.159211
1.215253,17.618927,-3.883268,98.695537
1.216253,17.618927,-3.896491,99.142475
1.217253,17.629353,-3.909715,99.589413
1.218253,17.650205,-3.909715,100.081045
1.219253,17.660631,-3.903103,100.527983
1.220253,17.681483,-3.896491,101.064308
1.221253,17.712762,-3.889879,101.55594
1.222253,17.74404,-3.883268,102.002878
1.223253,17.754466,-3.870044,102.405123
1.224253,17.754466,-3.863433,102.762673
1.225253,17.754466,-3.843597,103.120223
1.226253,17.74404,-3.81715,103.43308
1.227253,17.712762,-3.784092,103.745937
1.228253,17.660631,-3.751033,104.014099
1.229253,17.608501,-3.724586,104.237568
1.230253,17.55637,-3.711363,104.416344
1.231253,17.514666,-3.698139,104.550425
1.232253,17.483388,-3.691528,104.684506
1.233253,17.45211,-3.698139,104.818588
1.234253,17.389553,-3.704751,104.907975
1.235253,17.326997,-3.711363,104.952669
1.236253,17.274866,-3.731198,104.997363
1.237253,17.201884,-3.751033,104.952669
1.238253,17.108049,-3.770868,104.907975
1.239253,17.014214,-3.790703,104.863282
1.240253,16.92038,-3.810539,104.818588
1.241253,16.836971,-3.823762,104.773894
1.242253,16.753562,-3.836986,104.7292
1.243253,16.691006,-3.856821,104.684506
1.244253,16.638875,-3.883268,104.639813
1.245253,16.597171,-3.903103,104.595119
1.246253,16.545041,-3.922938,104.550425
1.247253,16.49291,-3.92955,104.505731
1.248253,16.44078,-3.92955,104.505731
1.249253,16.399076,-3.916326,104.550425
1.250253,16.346945,-3.896491,104.595119
1.251253,16.336519,-3.876656,104.7292
1.252253,16.315667,-3.870044,104.907975
1.253253,16.294815,-3.863433,105.086751
1.254253,16.284389,-3.850209,105.265526
1.255253,16.284389,-3.836986,105.444301
1.256253,16.284389,-3.823762,105.623076
1.257253,16.305241,-3.803927,105.801852
1.258253,16.336519,-3.797315,105.980627
1.259253,16.357371,-3.784092,106.159402
1.260253,16.367797,-3.764257,106.338177
1.261253,16.388649,-3.73781,106.516952
1.262253,16.409502,-3.717974,106.695728
1.263253,16.451206,-3.698139,106.874503
1.264253,16.49291,-3.684916,107.053278
1.265253,16.534615,-3.684916,107.142666
1.266253,16.555467,-3.691528,107.187359
1.267253,16.597171,-3.698139,107.232053
1.268253,16.607597,-3.711363,107.232053
1.269253,16.628449,-3.717974,107.142666
1.270253,16.638875,-3.717974,107.097972
1.271253,16.649301,-3.731198,107.053278
1.272253,16.649301,-3.744421,107.008584
1.273253,16.638875,-3.757645,106.96389
1.274253,16.618023,-3.784092,106.96389
1.275253,16.576319,-3.803927,106.96389
1.276253,16.565893,-3.830374,107.008584
1.277253,16.545041,-3.856821,107.053278
1.278253,16.503336,-3.876656,107.142666
1.279253,16.451206,-3.896491,107.232053
1.280253,16.378223,-3.916326,107.321441
1.281253,16.305241,-3.942773,107.455522
1.282253,16.232258,-3.96922,107.678991
1.283253,16.169702,-4.002279,107.90246
1.284253,16.107145,-4.035337,108.170623
1.285253,16.044589,-4.055173,108.394092
1.286253,15.982032,-4.068396,108.706949
1.287253,15.929902,-4.075008,108.975112
1.288253,15.867346,-4.08162,109.243274
1.289253,15.815215,-4.088231,109.511437
1.290253,15.773511,-4.094843,109.7796
1.291253,15.72138,-4.088231,110.003069
1.292253,15.66925,-4.08162,110.271232
1.293253,15.564989,-4.075008,110.450007
1.294253,15.471155,-4.061784,110.628782
1.295253,15.398172,-4.061784,110.71817
1.296253,15.325189,-4.061784,110.852251
1.297253,15.262633,-4.061784,110.986333
1.298253,15.18965,-4.048561,111.031026
1.299253,15.095816,-4.028726,111.031026
1.300253,14.991555,-3.995667,111.07572
1.301253,14.866442,-3.962608,111.07572
1.302253,14.751755,-3.942773,111.165108
1.303253,14.637068,-3.936162,111.165108
1.304253,14.511955,-3.936162,111.120414
1.305253,14.386842,-3.922938,111.07572
1.306253,14.261729,-3.909715,111.031026
1.307253,14.136616,-3.896491,111.031026
1.308253,14.011503,-3.896491,111.031026
1.309253,13.896817,-3.889879,110.941639
1.310253,13.823834,-3.883268,110.896945
1.311253,13.761278,-3.889879,110.896945
1.312253,13.667443,-3.883268,110.941639
1.313253,13.584034,-3.889879,110.896945
1.314253,13.511052,-3.896491,110.896945
1.315253,13.438069,-3.916326,110.941639
1.316253,13.385939,-3.936162,110.941639
1.317253,13.333808,-3.955997,110.852251
1.318253,13.281678,-3.975832,110.762864
1.319253,13.219121,-3.989055,110.628782
1.320253,13.156565,-3.989055,110.539395
1.321253,13.104435,-3.989055,110.494701
1.322253,13.06273,-3.995667,110.494701
1.323253,13.0106,-4.002279,110.494701
1.324253,12.948043,-4.002279,110.450007
1.325253,12.906339,-3.995667,110.405313
1.326253,12.854209,-4.002279,110.405313
1.327253,12.781226,-4.008891,110.405313
1.328253,12.676965,-4.008891,110.315926
1.329253,12.583131,-4.015502,110.226538
1.330253,12.489296,-4.002279,110.181844
1.331253,12.374609,-3.989055,110.092457
1.332253,12.270348,-3.962608,110.047763
1.333253,12.166087,-3.92955,110.092457
1.334253,12.072253,-3.909715,110.181844
1.335253,11.978418,-3.883268,110.271232
1.336253,11.884583,-3.843597,110.405313
1.35549,11.769896,-3.81715,110.584088
1.35649,11.644783,-3.784092,110.807557
1.35749,11.519671,-3.751033,110.941639
1.35849,11.394558,-3.711363,111.120414
1.35949,11.269445,-3.691528,111.254495
1.36049,11.113053,-3.678304,111.343883
1.36149,10.956662,-3.651857,111.433271
1.36249,10.789845,-3.62541,111.567352
1.36349,10.633454,-3.592352,111.746127
1.36449,10.477063,-3.559293,111.924902
1.36549,10.310245,-3.532846,112.148372
1.36649,10.133002,-3.499787,112.371841
1.36749,9.945333,-3.47334,112.550616
1.36849,9.747237,-3.453505,112.640003
1.36949,9.538716,-3.427058,112.774085
1.37049,9.330194,-3.413835,112.908166
1.37149,9.132098,-3.420447,112.997554
1.37249,8.954855,-3.420447,113.042248
1.37349,8.788038,-3.43367,113.042248
1.37449,8.610794,-3.440282,113.176329
1.37549,8.443977,-3.460117,113.265717
1.37649,8.287586,-3.466729,113.399798
1.37749,8.152047,-3.453505,113.623267
1.37849,8.026934,-3.453505,113.846736
1.37949,7.933099,-3.446893,114.025511
1.38049,7.849691,-3.446893,114.204286
1.38149,7.776708,-3.453505,114.472449
1.38249,7.703726,-3.453505,114.651224
1.38349,7.641169,-3.466729,114.83
1.38449,7.578613,-3.486564,115.008775
1.38549,7.526482,-3.506399,115.276938
1.38649,7.484778,-3.519623,115.455713
1.38749,7.4535,-3.526234,115.589794
1.38849,7.411795,-3.526234,115.679182
1.38949,7.359665,-3.526234,115.76857
1.39049,7.307535,-3.519623,115.813263
1.39149,7.255404,-3.526234,115.723876
1.39249,7.192848,-3.526234,115.589794
1.39349,7.130291,-3.519623,115.500407
1.39449,7.057309,-3.539458,115.321632
1.39549,6.9739,-3.546069,115.18755
1.39649,6.880065,-3.565905,115.053469
1.39749,6.765378,-3.58574,114.964081
1.39849,6.629839,-3.592352,114.740612
1.39949,6.504726,-3.618798,114.561837
1.40049,6.400466,-3.638634,114.338368
1.40149,6.306631,-3.645245,114.114899
1.40249,6.20237,-3.645245,113.846736
1.40349,6.087683,-3.651857,113.623267
1.40449,5.96257,-3.658469,113.489186
1.40549,5.847884,-3.665081,113.399798
1.40649,5.743623,-3.671692,113.31041
1.40749,5.61851,-3.671692,113.265717
1.40849,5.503823,-3.665081,113.221023
1.40949,5.399562,-3.651857,113.221023
1.41049,5.284875,-3.645245,113.176329
1.41149,5.180614,-3.612187,113.221023
1.41249,5.076354,-3.592352,113.176329
1.41349,4.961667,-3.565905,113.086941
1.41449,4.878258,-3.532846,112.908166
1.41549,4.826128,-3.506399,112.729391
1.41649,4.773997,-3.460117,112.59531
1.41749,4.690589,-3.413835,112.550616
1.41849,4.596754,-3.380776,112.461228
1.41949,4.513345,-3.354329,112.371841
1.42049,4.429937,-3.334494,112.282453
1.42149,4.356954,-3.314659,112.103678
1.42249,4.273546,-3.294824,111.924902
1.42349,4.190137,-3.274988,111.701433
1.42449,4.138007,-3.268377,111.477964
1.42549,4.07545,-3.255153,111.343883
1.42649,4.012894,-3.255153,111.209802
1.42749,3.960763,-3.255153,111.031026
1.42849,3.898207,-3.274988,110.762864
1.42949,3.846076,-3.2816,110.584088
1.43049,3.793946,-3.288212,110.450007
1.43149,3.720963,-3.301435,110.405313
1.43249,3.627129,-3.314659,110.405313
1.43349,3.522868,-3.327882,110.315926
1.43449,3.439459,-3.341106,110.13715
1.43549,3.366477,-3.341106,110.003069
1.43649,3.283068,-3.354329,109.824294
1.43749,3.210085,-3.354329,109.645519
1.43849,3.126677,-3.354329,109.511437
1.43949,3.053694,-3.347718,109.42205
1.44049,2.970286,-3.341106,109.42205
