Tiempo	Ankle Flex/Ext	Knee Int/Ext R.	Inversion/Eversion
0.363299	13.882451	1.816458	-100.361632
0.364299	13.907730	1.886268	-100.344905
0.365299	13.933009	1.956078	-100.334973
0.366299	13.958288	2.025888	-100.329223
0.367299	13.970927	2.078245	-100.327655
0.368299	13.983567	2.121877	-100.336541
0.369299	13.996206	2.139329	-100.350132
0.370299	13.996206	2.156782	-100.367905
0.371299	13.983567	2.165508	-100.387768
0.372299	13.958288	2.148055	-100.414428
0.373299	13.920369	2.121877	-100.444746
0.374299	13.882451	2.095698	-100.474019
0.375299	13.831893	2.086972	-100.500155
0.376299	13.793974	2.069519	-100.527337
0.377299	13.768695	2.034614	-100.559746
0.378299	13.743417	2.008435	-100.587974
0.379299	13.730777	1.982257	-100.613587
0.380299	13.705498	1.956078	-100.637633
0.381299	13.680219	1.929899	-100.652269
0.382299	13.654940	1.912447	-100.658542
0.383299	13.629661	1.903720	-100.665860
0.384299	13.604382	1.912447	-100.674747
0.385299	13.579103	1.903720	-100.678928
0.386299	13.553824	1.929899	-100.680497
0.387299	13.515906	1.964804	-100.678406
0.388299	13.477987	2.008435	-100.670042
0.389299	13.440069	2.060793	-100.655928
0.390299	13.427429	2.113150	-100.642337
0.391299	13.414790	2.165508	-100.628746
0.392299	13.427429	2.209139	-100.616201
0.393299	13.414790	2.252771	-100.600519
0.394299	13.414790	2.313854	-100.580133
0.395299	13.402150	2.383664	-100.562883
0.396299	13.402150	2.462201	-100.548769
0.397299	13.427429	2.540737	-100.531519
0.398299	13.452708	2.601821	-100.527860
0.399299	13.477987	2.636726	-100.531519
0.400299	13.503266	2.662905	-100.529951
0.401299	13.515906	2.671631	-100.521064
0.402299	13.528545	2.706536	-100.514269
0.403299	13.541185	2.723988	-100.506428
0.404299	13.579103	2.715262	-100.500678
0.405299	13.604382	2.689083	-100.504860
0.406299	13.629661	2.671631	-100.511655
0.407299	13.654940	2.654178	-100.522632
0.408299	13.680219	2.628000	-100.538837
0.409299	13.692859	2.601821	-100.558701
0.410299	13.705498	2.566916	-100.585360
0.411299	13.705498	2.532011	-100.618292
0.412299	13.730777	2.470927	-100.650701
0.413299	13.743417	2.383664	-100.672656
0.414299	13.730777	2.296402	-100.696178
0.415299	13.718138	2.217866	-100.709769
0.416299	13.705498	2.165508	-100.723883
0.417299	13.692859	2.104424	-100.746883
0.418299	13.705498	2.060793	-100.775633
0.419299	13.718138	1.999709	-100.799679
0.420299	13.718138	1.938625	-100.828952
0.421299	13.692859	1.903720	-100.854043
0.422299	13.692859	1.886268	-100.877043
0.423299	13.692859	1.851363	-100.903179
0.424299	13.667580	1.807731	-100.926179
0.463870	13.629661	1.790279	-100.940293
0.464870	13.591743	1.772826	-100.945520
0.465870	13.579103	1.764100	-100.938202
0.466870	13.579103	1.737921	-100.925134
0.467870	13.553824	1.729195	-100.912588
0.468870	13.515906	1.746648	-100.907884
0.469870	13.503266	1.764100	-100.902656
0.470870	13.490627	1.790279	-100.895861
0.471870	13.477987	1.807731	-100.878088
0.472870	13.465348	1.833910	-100.849861
0.473870	13.427429	1.842636	-100.818497
0.474870	13.389511	1.860089	-100.790792
0.475870	13.376871	1.877542	-100.753679
0.476870	13.376871	1.877542	-100.719701
0.477870	13.364232	1.851363	-100.677360
0.478870	13.351593	1.833910	-100.626655
0.479870	13.351593	1.825184	-100.569155
0.480870	13.376871	1.790279	-100.510610
0.481870	13.389511	1.746648	-100.457291
0.482870	13.389511	1.694290	-100.412859
0.483870	13.376871	1.659385	-100.370518
0.484870	13.389511	1.641933	-100.329223
0.485870	13.427429	1.615754	-100.288450
0.486870	13.452708	1.589575	-100.253427
0.487870	13.465348	1.554670	-100.221541
0.488870	13.490627	1.519765	-100.201154
0.489870	13.515906	1.484860	-100.185995
0.490870	13.566464	1.458681	-100.173450
0.491870	13.617022	1.432502	-100.162995
0.492870	13.642301	1.406324	-100.162995
0.493870	13.680219	1.397597	-100.159336
0.494870	13.718138	1.423776	-100.166131
0.495870	13.743417	1.449955	-100.181813
0.496870	13.768695	1.484860	-100.210041
0.497870	13.781335	1.528491	-100.246109
0.498870	13.819253	1.589575	-100.284791
0.499870	13.857172	1.659385	-100.323473
0.500870	13.882451	1.703016	-100.357973
0.501870	13.882451	1.720469	-100.386200
0.502870	13.869811	1.737921	-100.412337
0.503870	13.857172	1.755374	-100.428541
0.504870	13.857172	1.772826	-100.439519
0.505870	13.831893	1.790279	-100.436905
0.506870	13.806614	1.807731	-100.435337
0.507870	13.756056	1.833910	-100.432200
0.508870	13.705498	1.860089	-100.419132
0.509870	13.680219	1.894994	-100.396132
0.510870	13.642301	1.921173	-100.379405
0.511870	13.604382	1.912447	-100.354314
0.512870	13.591743	1.903720	-100.319814
0.513870	13.566464	1.886268	-100.270154
0.514870	13.541185	1.868815	-100.212654
0.515870	13.490627	1.842636	-100.145222
0.516870	13.440069	1.833910	-100.069427
0.517870	13.402150	1.851363	-99.998335
0.518870	13.389511	1.877542	-99.931949
0.519870	13.376871	1.912447	-99.863471
0.520870	13.364232	1.947352	-99.800221
0.521870	13.351593	1.973530	-99.744289
0.522870	13.351593	1.999709	-99.706653
0.523870	13.351593	2.017162	-99.667448
0.524870	13.364232	2.017162	-99.624584
0.525870	13.376871	2.025888	-99.590084
0.526870	13.376871	2.008435	-99.558720
0.527870	13.376871	1.999709	-99.522129
0.528870	13.376871	2.017162	-99.492857
0.529870	13.364232	2.034614	-99.471947
0.530870	13.376871	2.060793	-99.463584
0.531870	13.389511	2.086972	-99.458879
0.532870	13.427429	2.113150	-99.458356
0.533870	13.452708	2.113150	-99.465675
0.534870	13.477987	2.104424	-99.474038
0.535870	13.490627	2.095698	-99.483447
0.536870	13.515906	2.060793	-99.495470
0.537870	13.528545	2.025888	-99.509061
0.538870	13.553824	1.999709	-99.518470
0.539870	13.579103	1.973530	-99.517425
0.540870	13.591743	1.964804	-99.510629
0.541870	13.617022	1.964804	-99.508016
0.542870	13.642301	1.947352	-99.501743
0.543870	13.667580	1.956078	-99.499652
0.544870	13.692859	1.947352	-99.501220
0.545870	13.718138	1.921173	-99.500175
0.546870	13.743417	1.903720	-99.495993
0.547870	13.756056	1.877542	-99.489720
0.548870	13.768695	1.860089	-99.491288
0.549870	13.768695	1.851363	-99.500697
0.550870	13.793974	1.860089	-99.509061
0.551870	13.819253	1.868815	-99.509584
0.552870	13.844532	1.877542	-99.506447
0.553870	13.844532	1.912447	-99.497561
0.554870	13.857172	1.956078	-99.481879
0.555870	13.857172	1.999709	-99.470379
0.556870	13.857172	2.043340	-99.458356
0.557870	13.869811	2.078245	-99.453652
0.558870	13.869811	2.113150	-99.449993
0.559870	13.869811	2.156782	-99.451038
0.560870	13.857172	2.191687	-99.449470
0.561870	13.857172	2.235318	-99.449470
0.562870	13.857172	2.287676	-99.447379
0.563870	13.857172	2.322581	-99.446334
0.564870	13.857172	2.348759	-99.444243
0.565870	13.857172	2.366212	-99.430129
0.566870	13.857172	2.357486	-99.409220
0.567870	13.844532	2.331307	-99.391970
0.568870	13.819253	2.313854	-99.382038
0.569870	13.793974	2.296402	-99.371061
0.570870	13.781335	2.261497	-99.370538
0.571870	13.781335	2.209139	-99.375765
0.572870	13.781335	2.156782	-99.376288
0.573870	13.781335	2.104424	-99.378902
0.574870	13.781335	2.052067	-99.381515
0.575870	13.781335	1.999709	-99.385174
0.576870	13.768695	1.947352	-99.391447
0.577870	13.781335	1.903720	-99.399811
0.578870	13.756056	1.868815	-99.402947
0.579870	13.730777	1.842636	-99.405038
0.580870	13.705498	1.825184	-99.408697
0.581870	13.680219	1.816458	-99.410788
0.582870	13.654940	1.799005	-99.423334
0.583870	13.642301	1.807731	-99.440584
0.584870	13.629661	1.833910	-99.451561
0.585870	13.629661	1.833910	-99.460970
0.586870	13.629661	1.842636	-99.476652
0.587870	13.629661	1.877542	-99.487629
0.588870	13.604382	1.929899	-99.502266
0.589870	13.579103	1.982257	-99.524743
0.590870	13.553824	2.025888	-99.551925
0.591870	13.528545	2.069519	-99.577016
0.592870	13.503266	2.113150	-99.600539
0.593870	13.490627	2.165508	-99.619880
0.594870	13.465348	2.200413	-99.642880
0.595870	13.477987	2.226592	-99.667971
0.596870	13.490627	2.235318	-99.700903
0.597870	13.503266	2.244044	-99.731221
0.598870	13.503266	2.252771	-99.764676
0.599870	13.503266	2.278949	-99.797607
0.600870	13.477987	2.296402	-99.832108
0.601870	13.452708	2.296402	-99.870790
0.602870	13.440069	2.313854	-99.917312
0.603870	13.427429	2.313854	-99.966972
0.604870	13.414790	2.287676	-100.022381
0.605870	13.427429	2.235318	-100.074654
0.606870	13.440069	2.182961	-100.122222
0.607870	13.452708	2.148055	-100.158290
