TIME,A Flex/Ext,Knee Int/Ext R,A I/E
1.325485,20.100334,-1.979089,-10.089179
1.326485,20.131612,-1.952642,-10.178567
1.327485,20.16289,-1.926195,-10.178567
1.328485,20.194168,-1.90636,-10.178567
1.329485,20.194168,-1.879913,-10.22326
1.330485,20.194168,-1.853466,-10.267954
1.331485,20.183742,-1.827019,-10.312648
1.332485,20.173316,-1.807184,-10.357342
1.333485,20.142038,-1.787349,-10.357342
1.334485,20.121186,-1.774126,-10.267954
1.335485,20.089908,-1.75429,-10.178567
1.336485,20.069055,-1.734455,-10.089179
1.337485,20.048203,-1.741067,-9.999791
1.338485,20.027351,-1.75429,-9.910404
1.339485,20.016925,-1.767514,-9.776322
1.340485,20.006499,-1.787349,-9.731629
1.341485,20.006499,-1.813796,-9.686935
1.342485,20.006499,-1.840243,-9.642241
1.343485,19.996073,-1.886525,-9.597547
1.344485,19.996073,-1.932807,-9.552853
1.345485,19.996073,-1.965866,-9.50816
1.346485,20.006499,-2.012148,-9.463466
1.347485,20.016925,-2.05843,-9.418772
1.348485,20.058629,-2.104712,-9.418772
1.373304,20.11076,-2.150994,-9.418772
1.374304,20.173316,-2.177441,-9.50816
1.375304,20.215021,-2.184053,-9.686935
1.376304,20.256725,-2.190665,-9.86571
1.377304,20.298429,-2.197276,-10.044485
1.378304,20.340133,-2.190665,-10.267954
1.379304,20.392264,-2.184053,-10.491423
1.380304,20.423542,-2.170829,-10.714892
1.381304,20.45482,-2.144383,-10.893667
1.382304,20.496525,-2.131159,-11.027749
1.383304,20.548655,-2.124547,-11.206524
1.384304,20.590359,-2.0981,-11.340606
1.385304,20.611212,-2.071654,-11.429993
1.386304,20.632064,-2.05843,-11.519381
1.387304,20.663342,-2.045207,-11.608768
1.388304,20.69462,-2.031983,-11.653462
1.389304,20.69462,-2.01876,-11.608768
1.390304,20.673768,-2.005536,-11.608768
1.391304,20.652916,-2.012148,-11.564075
1.392304,20.64249,-2.038595,-11.474687
1.393304,20.632064,-2.065042,-11.385299
1.394304,20.621638,-2.0981,-11.295912
1.395304,20.611212,-2.131159,-11.117136
1.396304,20.579933,-2.164218,-10.983055
1.397304,20.559081,-2.2105,-10.848974
1.398304,20.538229,-2.263394,-10.714892
1.399304,20.506951,-2.296452,-10.670198
1.400304,20.45482,-2.316288,-10.536117
1.401304,20.433968,-2.336123,-10.446729
1.402304,20.433968,-2.355958,-10.402036
1.403304,20.444394,-2.375793,-10.357342
1.404304,20.423542,-2.382405,-10.312648
1.405304,20.40269,-2.389017,-10.402036
1.406304,20.40269,-2.395628,-10.536117
1.407304,20.413116,-2.40224,-10.580811
1.408304,20.423542,-2.395628,-10.625505
1.409304,20.423542,-2.382405,-10.670198
1.410304,20.423542,-2.375793,-10.714892
1.411304,20.423542,-2.355958,-10.759586
1.412304,20.423542,-2.329511,-10.848974
1.413304,20.444394,-2.296452,-10.848974
1.414304,20.465246,-2.263394,-10.848974
1.415304,20.486099,-2.236947,-10.848974
1.416304,20.496525,-2.223723,-10.848974
1.417304,20.527803,-2.217112,-10.893667
1.418304,20.517377,-2.217112,-10.983055
1.419304,20.486099,-2.217112,-11.072443
1.420304,20.433968,-2.2105,-11.117136
1.421304,20.413116,-2.2105,-11.16183
1.422304,20.392264,-2.2105,-11.072443
1.423304,20.35056,-2.2105,-10.983055
1.424304,20.308855,-2.217112,-10.938361
1.425304,20.277577,-2.230335,-10.893667
1.426304,20.267151,-2.243559,-10.893667
1.427304,20.256725,-2.243559,-10.893667
1.428304,20.246299,-2.25017,-10.893667
1.429304,20.235873,-2.270005,-10.893667
1.430304,20.204594,-2.303064,-10.983055
1.431304,20.173316,-2.322899,-11.072443
1.432304,20.152464,-2.329511,-11.16183
1.433304,20.142038,-2.322899,-11.16183
1.434304,20.11076,-2.316288,-11.16183
1.435304,20.100334,-2.309676,-11.117136
1.436304,20.100334,-2.303064,-11.117136
1.437304,20.11076,-2.283229,-11.206524
1.438304,20.11076,-2.270005,-11.295912
1.439304,20.11076,-2.256782,-11.429993
1.440304,20.121186,-2.243559,-11.608768
1.441304,20.142038,-2.217112,-11.787544
1.442304,20.142038,-2.197276,-11.966319
1.443304,20.131612,-2.177441,-12.055706
1.444304,20.121186,-2.164218,-12.1004
1.445304,20.11076,-2.150994,-12.189788
1.446304,20.11076,-2.124547,-12.279175
1.447304,20.11076,-2.091489,-12.323869
1.448304,20.11076,-2.065042,-12.368563
1.449304,20.089908,-2.045207,-12.413257
1.450304,20.069055,-2.038595,-12.502644
1.451304,20.058629,-2.031983,-12.636726
1.452304,20.048203,-2.025371,-12.815501
1.453304,20.037777,-2.031983,-12.904889
1.454304,20.027351,-2.05843,-12.994276
1.455304,20.016925,-2.071654,-13.083664
1.456304,20.006499,-2.084877,-13.173051
1.457304,19.996073,-2.0981,-13.173051
1.458304,19.964795,-2.117936,-13.217745
1.459304,19.954369,-2.131159,-13.262439
1.460304,19.943942,-2.144383,-13.351827
1.461304,19.933516,-2.157606,-13.485908
1.462304,19.92309,-2.170829,-13.530602
1.463304,19.902238,-2.190665,-13.530602
1.464304,19.912664,-2.217112,-13.485908
1.465304,19.92309,-2.243559,-13.441214
1.466304,19.943942,-2.276617,-13.39652
1.467304,19.975221,-2.289841,-13.351827
1.468304,20.006499,-2.303064,-13.217745
1.469304,20.048203,-2.316288,-12.994276
1.470304,20.089908,-2.309676,-12.815501
1.471304,20.142038,-2.296452,-12.547338
1.472304,20.194168,-2.289841,-12.234482
1.473304,20.246299,-2.283229,-11.921625
1.474304,20.298429,-2.276617,-11.653462
1.475304,20.360986,-2.270005,-11.340606
1.476304,20.392264,-2.256782,-11.072443
1.477304,20.423542,-2.243559,-10.848974
1.478304,20.45482,-2.230335,-10.670198
1.479304,20.496525,-2.217112,-10.536117
1.480304,20.538229,-2.203888,-10.491423
1.481304,20.548655,-2.177441,-10.446729
1.482304,20.559081,-2.150994,-10.357342
1.483304,20.569507,-2.111324,-10.267954
1.484304,20.569507,-2.091489,-10.178567
1.485304,20.569507,-2.071654,-10.178567
1.486304,20.559081,-2.051818,-10.267954
1.487304,20.548655,-2.038595,-10.402036
1.488304,20.517377,-2.025371,-10.536117
1.489304,20.486099,-2.012148,-10.759586
1.490304,20.45482,-1.998924,-10.983055
1.491304,20.444394,-1.985701,-11.16183
1.492304,20.433968,-1.979089,-11.295912
1.493304,20.45482,-1.972478,-11.340606
1.494304,20.475672,-1.972478,-11.295912
1.495304,20.496525,-1.979089,-11.251218
1.496304,20.506951,-1.985701,-11.206524
1.497304,20.506951,-1.998924,-11.117136
1.498304,20.517377,-2.01876,-11.117136
1.499304,20.538229,-2.038595,-11.206524
1.500304,20.559081,-2.071654,-11.340606
1.501304,20.569507,-2.0981,-11.519381
1.502304,20.579933,-2.124547,-11.653462
1.503304,20.579933,-2.164218,-11.74285
1.504304,20.569507,-2.197276,-11.74285
1.505304,20.559081,-2.230335,-11.787544
1.506304,20.548655,-2.263394,-11.74285
1.507304,20.538229,-2.296452,-11.74285
1.508304,20.475672,-2.329511,-11.876931
1.509304,20.413116,-2.342734,-12.055706
1.510304,20.340133,-2.369181,-12.279175
1.511304,20.267151,-2.382405,-12.547338
1.512304,20.194168,-2.382405,-12.726113
1.513304,20.11076,-2.382405,-12.904889
1.514304,20.037777,-2.369181,-13.128358
1.515304,19.964795,-2.355958,-13.307133
1.516304,19.87096,-2.342734,-13.39652
1.517304,19.777125,-2.316288,-13.351827
1.518304,19.68329,-2.289841,-13.217745
1.519304,19.589456,-2.263394,-13.03897
1.520304,19.506047,-2.2105,-12.815501
1.521304,19.443491,-2.164218,-12.68142
1.522304,19.401786,-2.117936,-12.592032
1.523304,19.360082,-2.071654,-12.636726
1.524304,19.318378,-2.025371,-12.636726
1.525304,19.318378,-1.979089,-12.547338
1.526304,19.318378,-1.952642,-12.457951
1.527304,19.318378,-1.919584,-12.368563
1.528304,19.318378,-1.886525,-12.279175
1.529304,19.318378,-1.86669,-12.234482
1.530304,19.328804,-1.853466,-12.234482
1.531304,19.33923,-1.846855,-12.145094
1.532304,19.349656,-1.840243,-12.055706
1.533304,19.370508,-1.833631,-12.055706
1.534304,19.39136,-1.833631,-12.189788
1.535304,19.433065,-1.833631,-12.368563
1.536304,19.474769,-1.827019,-12.592032
1.537304,19.516473,-1.833631,-12.860195
1.538304,19.547751,-1.840243,-13.03897
1.539304,19.568604,-1.846855,-13.173051
1.540304,19.589456,-1.853466,-13.217745
1.541304,19.610308,-1.860078,-13.173051
1.542304,19.620734,-1.860078,-13.128358
1.543304,19.63116,-1.846855,-13.083664
1.544304,19.641586,-1.833631,-13.03897
1.545304,19.662438,-1.833631,-13.03897
1.546304,19.68329,-1.820408,-13.03897
1.547304,19.704143,-1.787349,-12.904889
1.548304,19.724995,-1.75429,-12.860195
1.549304,19.756273,-1.721232,-12.860195
1.550304,19.797977,-1.688173,-12.815501
1.551304,19.850108,-1.661726,-12.726113
1.552304,19.891812,-1.635279,-12.636726
1.553304,19.933516,-1.622056,-12.502644
1.554304,19.975221,-1.608832,-12.413257
1.555304,20.006499,-1.595609,-12.413257
1.556304,20.037777,-1.582385,-12.457951
1.557304,20.069055,-1.569162,-12.457951
1.558304,20.11076,-1.549327,-12.592032
1.559304,20.152464,-1.549327,-12.68142
1.560304,20.194168,-1.56255,-12.770807
1.561304,20.235873,-1.575774,-12.860195
1.562304,20.256725,-1.582385,-12.904889
1.563304,20.277577,-1.595609,-12.949582
1.564304,20.298429,-1.635279,-13.128358
1.565304,20.319281,-1.67495,-13.262439
1.566304,20.319281,-1.71462,-13.307133
1.567304,20.298429,-1.747679,-13.351827
1.568304,20.256725,-1.760902,-13.39652
1.569304,20.215021,-1.774126,-13.485908
1.570304,20.173316,-1.780737,-13.664683
1.571304,20.131612,-1.787349,-13.798765
1.572304,20.11076,-1.793961,-13.798765
1.593442,20.089908,-1.793961,-13.709377
1.594442,20.058629,-1.793961,-13.664683
1.595442,20.006499,-1.807184,-13.619989
1.596442,19.954369,-1.800573,-13.619989
1.597442,19.912664,-1.787349,-13.619989
1.598442,19.87096,-1.774126,-13.619989
1.599442,19.839682,-1.760902,-13.619989
1.600442,19.808403,-1.747679,-13.664683
1.601442,19.787551,-1.71462,-13.709377
1.602442,19.766699,-1.681561,-13.664683
1.603442,19.756273,-1.655115,-13.664683
1.604442,19.756273,-1.641891,-13.664683
1.605442,19.766699,-1.648503,-13.664683
1.606442,19.777125,-1.655115,-13.575296
1.607442,19.797977,-1.661726,-13.39652
1.608442,19.818829,-1.67495,-13.173051
1.609442,19.829256,-1.688173,-13.083664
1.610442,19.839682,-1.721232,-13.03897
1.611442,19.87096,-1.75429,-12.994276
1.612442,19.92309,-1.787349,-12.860195
1.613442,19.964795,-1.827019,-12.726113
1.614442,19.985647,-1.86669,-12.592032
1.615442,20.006499,-1.90636,-12.457951
1.616442,20.027351,-1.946031,-12.323869
1.617442,20.048203,-1.992313,-12.1004
1.618442,20.048203,-2.045207,-11.832237
1.619442,20.048203,-2.0981,-11.74285
1.620442,20.069055,-2.137771,-11.653462
1.621442,20.089908,-2.170829,-11.564075
1.622442,20.11076,-2.197276,-11.474687
1.623442,20.131612,-2.217112,-11.429993
1.624442,20.131612,-2.236947,-11.519381
1.625442,20.131612,-2.243559,-11.698156
1.626442,20.131612,-2.256782,-11.832237
1.627442,20.131612,-2.25017,-11.966319
1.628442,20.121186,-2.25017,-12.1004
1.629442,20.089908,-2.236947,-12.279175
1.630442,20.079481,-2.223723,-12.457951
1.631442,20.079481,-2.2105,-12.636726
1.632442,20.089908,-2.197276,-12.770807
1.633442,20.100334,-2.184053,-12.860195
1.634442,20.121186,-2.157606,-12.949582
1.635442,20.152464,-2.131159,-12.994276
1.636442,20.183742,-2.0981,-12.904889
1.637442,20.173316,-2.078265,-12.860195
1.638442,20.16289,-2.05843,-12.815501
1.639442,20.152464,-2.038595,-12.770807
1.640442,20.152464,-2.031983,-12.726113
1.641442,20.16289,-2.01876,-12.547338
1.642442,20.183742,-2.01876,-12.279175
1.643442,20.215021,-1.998924,-12.011013
1.644442,20.246299,-1.985701,-11.787544
1.645442,20.277577,-1.959254,-11.608768
1.646442,20.319281,-1.939419,-11.429993
1.647442,20.35056,-1.919584,-11.251218
1.648442,20.392264,-1.893137,-11.072443
1.649442,20.413116,-1.873302,-10.983055
1.650442,20.433968,-1.853466,-10.983055
1.651442,20.433968,-1.833631,-11.117136
1.652442,20.433968,-1.813796,-11.295912
1.653442,20.444394,-1.807184,-11.474687
1.654442,20.475672,-1.787349,-11.564075
1.655442,20.506951,-1.767514,-11.653462
1.656442,20.538229,-1.747679,-11.74285
1.657442,20.548655,-1.727844,-11.787544
1.658442,20.559081,-1.721232,-11.876931
1.659442,20.548655,-1.701397,-12.011013
1.660442,20.517377,-1.701397,-12.1004
1.661442,20.486099,-1.701397,-12.1004
1.662442,20.45482,-1.708008,-12.011013
1.663442,20.423542,-1.71462,-11.921625
1.664442,20.392264,-1.721232,-11.876931
1.665442,20.340133,-1.747679,-11.832237
1.666442,20.298429,-1.75429,-11.74285
1.667442,20.256725,-1.760902,-11.564075
1.668442,20.225447,-1.787349,-11.251218
1.669442,20.194168,-1.813796,-10.893667
1.670442,20.142038,-1.833631,-10.625505
1.671442,20.089908,-1.860078,-10.446729
1.672442,20.037777,-1.886525,-10.267954
1.673442,19.985647,-1.912972,-10.089179
1.674442,19.933516,-1.926195,-10.044485
1.675442,19.881386,-1.926195,-9.999791
1.676442,19.839682,-1.932807,-9.955098
1.677442,19.808403,-1.926195,-9.999791
1.678442,19.766699,-1.919584,-10.089179
1.679442,19.724995,-1.919584,-10.22326
1.680442,19.68329,-1.919584,-10.357342
1.681442,19.641586,-1.932807,-10.446729
1.682442,19.610308,-1.926195,-10.580811
1.683442,19.568604,-1.946031,-10.714892
1.684442,19.526899,-1.965866,-10.938361
1.685442,19.495621,-1.965866,-11.16183
1.686442,19.474769,-1.965866,-11.474687
1.687442,19.464343,-1.965866,-11.74285
1.688442,19.453917,-1.965866,-11.921625
1.689442,19.443491,-1.965866,-12.1004
1.690442,19.433065,-1.965866,-12.279175
1.691442,19.443491,-1.979089,-12.323869
1.692442,19.453917,-1.998924,-12.368563
1.693442,19.464343,-2.01876,-12.413257
1.694442,19.474769,-2.05843,-12.457951
1.695442,19.516473,-2.104712,-12.547338
1.696442,19.558178,-2.144383,-12.636726
1.697442,19.599882,-2.184053,-12.726113
1.698442,19.641586,-2.197276,-12.770807
1.699442,19.68329,-2.223723,-12.726113
1.700442,19.745847,-2.230335,-12.68142
1.701442,19.808403,-2.236947,-12.547338
1.702442,19.850108,-2.25017,-12.502644
1.703442,19.87096,-2.263394,-12.413257
1.704442,19.891812,-2.276617,-12.279175
1.705442,19.912664,-2.289841,-12.189788
1.706442,19.92309,-2.303064,-12.145094
1.707442,19.933516,-2.316288,-12.055706
1.708442,19.933516,-2.316288,-12.055706
1.709442,19.933516,-2.322899,-12.011013
1.710442,19.933516,-2.322899,-11.966319
1.711442,19.933516,-2.303064,-11.787544
1.712442,19.92309,-2.270005,-11.474687
1.713442,19.912664,-2.230335,-11.16183
1.714442,19.902238,-2.190665,-10.848974
1.715442,19.902238,-2.164218,-10.580811
1.716442,19.902238,-2.131159,-10.357342
1.717442,19.891812,-2.104712,-10.133873
1.718442,19.881386,-2.084877,-9.955098
1.719442,19.87096,-2.065042,-9.731629
1.720442,19.87096,-2.045207,-9.552853
1.721442,19.87096,-2.025371,-9.50816
1.722442,19.87096,-2.005536,-9.463466
1.723442,19.891812,-1.985701,-9.374078
1.724442,19.912664,-1.959254,-9.374078
1.725442,19.933516,-1.932807,-9.284691
1.726442,19.954369,-1.912972,-9.329384
1.727442,19.985647,-1.90636,-9.374078
1.728442,20.016925,-1.90636,-9.552853
1.729442,20.016925,-1.912972,-9.86571
1.730442,20.027351,-1.926195,-10.22326
1.731442,20.037777,-1.932807,-10.580811
1.732442,20.027351,-1.946031,-10.938361
1.733442,20.006499,-1.952642,-11.340606
1.734442,19.985647,-1.959254,-11.74285
1.735442,19.954369,-1.952642,-12.145094
1.736442,19.943942,-1.946031,-12.547338
1.737442,19.92309,-1.939419,-12.860195
1.738442,19.902238,-1.932807,-13.03897
1.739442,19.881386,-1.932807,-13.217745
1.740442,19.850108,-1.932807,-13.351827
1.741442,19.829256,-1.952642,-13.485908
1.742442,19.808403,-1.998924,-13.664683
1.743442,19.787551,-2.01876,-13.709377
1.744442,19.735421,-2.031983,-13.754071
1.745442,19.672864,-2.045207,-13.709377
1.746442,19.63116,-2.05843,-13.619989
1.747442,19.568604,-2.071654,-13.441214
1.748442,19.506047,-2.0981,-13.262439
1.749442,19.453917,-2.104712,-13.083664
1.750442,19.422638,-2.117936,-12.815501
1.751442,19.39136,-2.131159,-12.547338
1.752442,19.370508,-2.150994,-12.234482
1.753442,19.33923,-2.170829,-11.921625
1.754442,19.328804,-2.190665,-11.698156
1.755442,19.318378,-2.217112,-11.519381
1.756442,19.307952,-2.230335,-11.340606
1.757442,19.297526,-2.25017,-11.251218
1.758442,19.266247,-2.243559,-11.072443
1.759442,19.234969,-2.203888,-10.938361
1.760442,19.203691,-2.177441,-10.848974
1.761442,19.203691,-2.150994,-10.714892
1.762442,19.224543,-2.124547,-10.670198
1.763442,19.245395,-2.104712,-10.625505
1.764442,19.276673,-2.084877,-10.625505
1.765442,19.307952,-2.05843,-10.625505
1.766442,19.349656,-2.051818,-10.625505
1.767442,19.380934,-2.045207,-10.714892
1.768442,19.422638,-2.038595,-10.80428
1.769442,19.474769,-2.038595,-10.983055
1.770442,19.526899,-2.038595,-11.206524
1.771442,19.568604,-2.038595,-11.340606
1.772442,19.610308,-2.025371,-11.474687
1.773442,19.662438,-2.01876,-11.608768
1.774442,19.714569,-2.005536,-11.653462
1.775442,19.777125,-2.005536,-11.74285
1.776442,19.839682,-2.025371,-11.698156
1.777442,19.902238,-2.045207,-11.653462
1.778442,19.964795,-2.065042,-11.74285
1.779442,20.016925,-2.091489,-11.787544
1.780442,20.069055,-2.104712,-11.876931
1.781442,20.131612,-2.117936,-11.966319
1.782442,20.194168,-2.131159,-12.055706
1.783442,20.235873,-2.137771,-12.145094
1.784442,20.277577,-2.137771,-12.145094
1.785442,20.298429,-2.137771,-12.145094
1.786442,20.308855,-2.124547,-12.1004
1.787442,20.319281,-2.117936,-11.966319
1.788442,20.329707,-2.111324,-11.876931
1.789442,20.340133,-2.111324,-11.74285
1.790442,20.329707,-2.111324,-11.608768
1.791442,20.308855,-2.104712,-11.564075
1.792442,20.288003,-2.104712,-11.519381
1.828945,20.267151,-2.091489,-11.608768
1.829945,20.246299,-2.078265,-11.698156
1.830945,20.204594,-2.065042,-11.653462
1.831945,20.16289,-2.038595,-11.608768
1.832945,20.121186,-2.01876,-11.474687
1.833945,20.058629,-1.998924,-11.340606
1.834945,19.996073,-1.979089,-11.206524
1.835945,19.943942,-1.965866,-11.117136
1.836945,19.891812,-1.959254,-11.117136
1.837945,19.850108,-1.952642,-11.072443
1.838945,19.808403,-1.952642,-11.027749
1.839945,19.766699,-1.946031,-11.027749
1.840945,19.724995,-1.939419,-11.027749
1.841945,19.693717,-1.932807,-11.16183
1.842945,19.68329,-1.926195,-11.340606
1.843945,19.693717,-1.926195,-11.385299
1.844945,19.704143,-1.919584,-11.429993
1.845945,19.714569,-1.919584,-11.429993
1.846945,19.724995,-1.926195,-11.429993
1.847945,19.745847,-1.932807,-11.519381
1.848945,19.766699,-1.946031,-11.564075
1.849945,19.787551,-1.952642,-11.653462
1.850945,19.818829,-1.959254,-11.787544
1.851945,19.860534,-1.965866,-11.876931
1.852945,19.902238,-1.959254,-11.876931
1.853945,19.943942,-1.959254,-11.787544
1.854945,19.985647,-1.959254,-11.787544
1.855945,20.027351,-1.965866,-11.787544
1.856945,20.069055,-1.965866,-11.787544
1.857945,20.11076,-1.965866,-11.787544
1.858945,20.131612,-1.965866,-11.653462
1.859945,20.131612,-1.965866,-11.429993
1.860945,20.121186,-1.965866,-11.340606
1.861945,20.11076,-1.965866,-11.251218
1.862945,20.100334,-1.965866,-11.16183
1.863945,20.089908,-1.952642,-11.072443
1.864945,20.079481,-1.939419,-10.893667
1.865945,20.079481,-1.932807,-10.80428
1.866945,20.079481,-1.939419,-10.714892
1.867945,20.069055,-1.946031,-10.536117
1.868945,20.037777,-1.946031,-10.402036
1.869945,20.016925,-1.952642,-10.312648
1.870945,20.006499,-1.952642,-10.312648
1.871945,19.996073,-1.952642,-10.267954
1.872945,19.985647,-1.939419,-10.22326
1.873945,19.975221,-1.939419,-10.178567
1.874945,19.964795,-1.932807,-10.089179
1.875945,19.964795,-1.919584,-10.044485
1.876945,19.975221,-1.899749,-10.044485
1.877945,19.985647,-1.879913,-9.999791
1.878945,19.996073,-1.860078,-9.955098
1.879945,20.006499,-1.840243,-9.910404
1.880945,20.016925,-1.827019,-9.86571
1.881945,20.027351,-1.820408,-9.86571
1.882945,20.016925,-1.793961,-9.821016
1.883945,20.006499,-1.760902,-9.821016
1.884945,20.016925,-1.721232,-9.910404
1.885945,20.037777,-1.694785,-10.089179
1.886945,20.037777,-1.67495,-10.22326
1.887945,20.016925,-1.655115,-10.267954
1.888945,20.006499,-1.635279,-10.312648
1.889945,19.996073,-1.628668,-10.357342
1.890945,19.985647,-1.608832,-10.357342
1.891945,19.975221,-1.602221,-10.446729
1.892945,19.964795,-1.608832,-10.580811
1.893945,19.954369,-1.628668,-10.714892
1.894945,19.954369,-1.648503,-10.848974
1.895945,19.954369,-1.668338,-10.983055
1.896945,19.954369,-1.688173,-11.117136
1.897945,19.964795,-1.708008,-11.295912
1.898945,19.975221,-1.721232,-11.474687
1.899945,19.996073,-1.75429,-11.653462
1.900945,20.016925,-1.787349,-11.74285
1.901945,20.027351,-1.833631,-11.74285
1.902945,20.037777,-1.873302,-11.608768
1.903945,20.058629,-1.899749,-11.564075
1.904945,20.089908,-1.926195,-11.564075
1.905945,20.11076,-1.952642,-11.564075
1.906945,20.142038,-1.965866,-11.564075
1.907945,20.173316,-1.985701,-11.608768
1.908945,20.204594,-1.998924,-11.653462
1.909945,20.235873,-2.005536,-11.608768
1.910945,20.267151,-2.005536,-11.608768
1.911945,20.277577,-1.998924,-11.608768
1.912945,20.288003,-1.992313,-11.608768
1.913945,20.298429,-1.985701,-11.608768
1.914945,20.277577,-1.979089,-11.474687
1.915945,20.256725,-1.959254,-11.340606
1.916945,20.235873,-1.926195,-11.206524
1.917945,20.225447,-1.893137,-11.117136
1.918945,20.215021,-1.853466,-11.117136
1.919945,20.204594,-1.820408,-11.16183
1.920945,20.204594,-1.793961,-11.206524
1.921945,20.204594,-1.767514,-11.251218
1.922945,20.194168,-1.747679,-11.295912
1.923945,20.16289,-1.747679,-11.385299
1.924945,20.142038,-1.760902,-11.564075
1.925945,20.121186,-1.767514,-11.653462
1.926945,20.100334,-1.780737,-11.787544
1.927945,20.100334,-1.793961,-11.832237
1.928945,20.11076,-1.820408,-11.876931
1.929945,20.121186,-1.846855,-11.921625
1.930945,20.131612,-1.873302,-11.966319
1.931945,20.183742,-1.899749,-12.145094
1.932945,20.235873,-1.946031,-12.323869
1.933945,20.288003,-2.005536,-12.502644
1.934945,20.319281,-2.05843,-12.68142
1.935945,20.35056,-2.111324,-12.770807
1.936945,20.381838,-2.157606,-12.904889
1.937945,20.392264,-2.197276,-12.949582
1.938945,20.40269,-2.236947,-12.949582
1.939945,20.423542,-2.263394,-12.904889
1.940945,20.45482,-2.263394,-12.815501
1.941945,20.465246,-2.236947,-12.592032
1.942945,20.475672,-2.223723,-12.457951
1.943945,20.486099,-2.203888,-12.323869
1.944945,20.45482,-2.184053,-12.234482
1.945945,20.433968,-2.157606,-12.145094
1.946945,20.413116,-2.131159,-12.1004
1.947945,20.392264,-2.104712,-12.055706
1.948945,20.340133,-2.078265,-11.966319
1.949945,20.288003,-2.045207,-11.876931
1.950945,20.235873,-2.005536,-11.74285
1.951945,20.194168,-1.979089,-11.564075
1.952945,20.152464,-1.952642,-11.474687
1.953945,20.11076,-1.926195,-11.295912
1.954945,20.079481,-1.912972,-11.16183
1.955945,20.048203,-1.90636,-11.16183
1.956945,20.016925,-1.90636,-11.251218
1.957945,19.985647,-1.919584,-11.295912
1.958945,19.975221,-1.952642,-11.429993
1.959945,19.985647,-1.979089,-11.474687
1.960945,19.985647,-1.998924,-11.564075
1.961945,19.996073,-2.01876,-11.698156
1.962945,19.985647,-2.038595,-11.832237
1.963945,19.975221,-2.05843,-11.876931
1.964945,19.964795,-2.078265,-11.921625
1.965945,19.964795,-2.0981,-12.011013
1.966945,19.964795,-2.124547,-12.1004
1.967945,19.964795,-2.150994,-12.279175
1.968945,19.975221,-2.177441,-12.547338
1.969945,19.985647,-2.203888,-12.726113
1.970945,20.006499,-2.217112,-12.949582
1.971945,20.027351,-2.223723,-13.173051
1.972945,20.048203,-2.217112,-13.262439
1.973945,20.069055,-2.2105,-13.307133
1.974945,20.089908,-2.203888,-13.39652
1.975945,20.089908,-2.184053,-13.39652
1.976945,20.048203,-2.157606,-13.441214
1.977945,20.037777,-2.137771,-13.39652
1.978945,20.058629,-2.117936,-13.307133
1.979945,20.089908,-2.0981,-13.217745
1.980945,20.121186,-2.078265,-13.128358
1.981945,20.152464,-2.051818,-13.03897
1.982945,20.183742,-2.025371,-12.860195
1.983945,20.225447,-1.985701,-12.68142
1.984945,20.277577,-1.946031,-12.457951
1.985945,20.329707,-1.893137,-12.234482
1.986945,20.381838,-1.846855,-12.055706
1.987945,20.413116,-1.813796,-11.921625
1.988945,20.444394,-1.780737,-11.787544
1.989945,20.475672,-1.75429,-11.74285
1.990945,20.506951,-1.727844,-11.698156
1.991945,20.538229,-1.708008,-11.653462
1.992945,20.579933,-1.694785,-11.653462
1.993945,20.64249,-1.701397,-11.653462
1.994945,20.673768,-1.701397,-11.698156
1.995945,20.673768,-1.701397,-11.698156
1.996945,20.673768,-1.701397,-11.698156
1.997945,20.684194,-1.701397,-11.787544
1.998945,20.69462,-1.71462,-11.876931
1.999945,20.715472,-1.727844,-12.011013
2.000945,20.715472,-1.747679,-12.1004
2.001945,20.69462,-1.767514,-12.189788
2.002945,20.632064,-1.793961,-12.234482
2.003945,20.569507,-1.807184,-12.279175
2.004945,20.517377,-1.827019,-12.279175
2.005945,20.465246,-1.846855,-12.279175
2.006945,20.413116,-1.86669,-12.189788
2.007945,20.360986,-1.879913,-12.1004
2.008945,20.308855,-1.873302,-12.011013
2.009945,20.256725,-1.86669,-11.966319
2.010945,20.204594,-1.846855,-11.921625
2.011945,20.16289,-1.840243,-11.832237
2.012945,20.131612,-1.833631,-11.787544
2.013945,20.100334,-1.827019,-11.74285
2.014945,20.069055,-1.820408,-11.653462
2.015945,20.037777,-1.807184,-11.608768
2.016945,19.985647,-1.793961,-11.608768
2.017945,19.943942,-1.787349,-11.698156
2.018945,19.912664,-1.787349,-11.787544
2.019945,19.92309,-1.780737,-11.832237
2.020945,19.933516,-1.780737,-11.876931
2.021945,19.943942,-1.774126,-11.876931
2.022945,19.954369,-1.774126,-11.876931
2.023945,19.964795,-1.767514,-11.921625
2.024945,19.964795,-1.774126,-11.921625
2.025945,19.964795,-1.800573,-11.921625
2.026945,19.964795,-1.827019,-11.832237
2.027945,19.964795,-1.846855,-11.74285
2.051668,19.964795,-1.860078,-11.74285
2.052668,19.964795,-1.86669,-11.74285
2.053668,19.964795,-1.873302,-11.74285
2.054668,19.933516,-1.879913,-11.74285
2.055668,19.912664,-1.886525,-11.653462
2.056668,19.902238,-1.893137,-11.474687
2.057668,19.902238,-1.886525,-11.295912
2.058668,19.891812,-1.86669,-11.117136
2.059668,19.87096,-1.860078,-11.027749
2.060668,19.850108,-1.853466,-10.938361
2.061668,19.829256,-1.853466,-10.893667
